[05:39:15] 캐시 로드: 0개 완료 항목
[05:39:15] ==============================================================
[05:39:15]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[05:39:15]   precision: 5 → 7 | 세분화 임계: 400건
[05:39:15]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260731
[05:39:15] ==============================================================
[05:39:15] 지오해시 타일: 16891개 (precision=5)
[05:39:15] 
[1/3] 아파트 수집 ─────────────────────────────────
[05:39:25]   읍면동 18401개 확인
[05:39:57]   100/18401동 | 2,210건 | 43s
[06:54:29]   18500/50673 타일 | 1,683건 | 4514s
[06:54:34]   18600/50673 타일 | 1,683건 | 4519s
[06:54:39]   18700/50673 타일 | 1,683건 | 4524s
[06:54:43]   18800/50673 타일 | 1,683건 | 4529s
[06:54:48]   18900/50673 타일 | 1,683건 | 4534s
[06:54:52]   19000/50673 타일 | 1,683건 | 4538s
[06:54:58]   19100/50673 타일 | 1,683건 | 4543s
[06:55:02]   19200/50673 타일 | 1,683건 | 4548s
[06:55:07]   19300/50673 타일 | 1,683건 | 4552s
[06:55:12]   19400/50673 타일 | 1,683건 | 4557s
[06:55:16]   19500/50673 타일 | 1,683건 | 4561s
[06:55:20]   19600/50673 타일 | 1,683건 | 4566s
[06:55:25]   19700/50673 타일 | 1,683건 | 4570s
[06:55:30]   19800/50673 타일 | 1,683건 | 4575s
[06:55:34]   19900/50673 타일 | 1,695건 | 4580s
[06:55:39]   20000/50673 타일 | 1,695건 | 4584s
[06:55:44]   20100/50673 타일 | 1,697건 | 4589s
[06:55:48]   20200/50673 타일 | 1,697건 | 4594s
[06:55:53]   20300/50673 타일 | 1,697건 | 4598s
[06:55:57]   20400/50673 타일 | 1,697건 | 4603s
[06:56:02]   20500/50673 타일 | 1,697건 | 4608s
[06:56:07]   20600/50673 타일 | 1,699건 | 4613s
[06:56:12]   20700/50673 타일 | 1,701건 | 4617s
[06:56:16]   20800/50673 타일 | 1,701건 | 4622s
[06:56:21]   20900/50673 타일 | 1,701건 | 4627s
[06:56:26]   21000/50673 타일 | 1,701건 | 4631s
[06:56:30]   21100/50673 타일 | 1,701건 | 4636s
[06:56:35]   21200/50673 타일 | 1,701건 | 4641s
[06:56:40]   21300/50673 타일 | 1,701건 | 4645s
[06:56:45]   21400/50673 타일 | 1,701건 | 4650s
[06:56:49]   21500/50673 타일 | 1,701건 | 4655s
[06:56:54]   21600/50673 타일 | 1,701건 | 4660s
[06:56:59]   21700/50673 타일 | 1,701건 | 4664s
[06:57:03]   21800/50673 타일 | 1,701건 | 4669s
[06:57:08]   21900/50673 타일 | 1,701건 | 4674s
[06:57:13]   22000/50673 타일 | 1,701건 | 4679s
[06:57:18]   22100/50673 타일 | 1,704건 | 4684s
[06:57:23]   22200/50673 타일 | 1,705건 | 4689s
[06:57:28]   22300/50673 타일 | 1,705건 | 4693s
[06:57:32]   22400/50673 타일 | 1,705건 | 4698s
[06:57:37]   22500/50673 타일 | 1,705건 | 4702s
[06:57:42]   22600/50673 타일 | 1,705건 | 4707s
